143658;E;7;13;11;31;43;0
143659;E;7;13;11;33;43;0
143660;E;7;13;11;34;43;0
143661;E;7;13;11;35;43;0
143662;E;7;13;11;36;43;0
34988;E;4;13;13;50;20;108
143663;E;7;13;11;37;43;0
34989;E;4;13;13;51;51;0
143664;E;7;13;11;38;43;0
143665;E;7;13;11;39;43;0
34991;E;4;13;13;51;42;77
143666;E;7;13;11;40;43;0
34992;E;4;13;13;53;34;0
143667;E;7;13;11;42;43;0
143668;E;7;13;11;43;43;0
34993;E;4;13;13;55;42;77
143669;E;7;13;11;44;43;0
143670;E;7;13;11;45;43;0
143671;E;7;13;11;46;43;0
143672;E;7;13;11;47;43;0
143673;E;7;13;11;48;43;0
34994;E;4;13;14;05;42;77
143674;E;7;13;11;49;43;0
143675;E;7;13;11;50;43;0
143676;E;7;13;11;52;43;0
143677;E;7;13;11;53;43;0
143678;E;7;13;11;54;43;0
34995;E;4;13;14;16;42;77
143679;E;7;13;11;55;43;0
143680;E;7;13;11;56;43;0
143681;E;7;13;11;57;43;0
143682;E;7;13;11;58;43;0
143683;E;7;13;11;59;43;0
34996;E;4;13;14;26;42;77
143684;E;7;13;12;01;43;0
143685;E;7;13;12;02;43;0
143686;E;7;13;12;03;43;0
143687;E;7;13;12;04;43;0
143688;E;7;13;12;05;43;0
34997;E;4;13;14;36;42;77
143689;E;7;13;12;06;43;0
143690;E;7;13;12;07;43;0
143691;E;7;13;12;08;43;0
143692;E;7;13;12;10;43;0
143693;E;7;13;12;11;43;0
34998;E;4;13;14;46;42;77
143694;E;7;13;12;12;43;0
143695;E;7;13;12;13;43;0
143696;E;7;13;12;14;43;0
143697;E;7;13;12;15;43;0
143698;E;7;13;12;16;43;0
34999;E;4;13;14;56;42;77
143699;E;7;13;12;17;43;0
143700;E;7;13;12;18;43;0
143702;E;7;13;12;21;43;0
143703;E;7;13;12;22;43;0
143719;E;7;13;12;40;43;0
143848;E;7;13;14;59;43;0
143855;E;7;13;15;07;43;0
143856;E;7;13;15;08;43;0
143857;E;7;13;15;09;43;0
143858;E;7;13;15;10;43;0
35004;E;4;13;15;47;42;77
143859;E;7;13;15;11;43;0
143860;E;7;13;15;12;43;0
143861;E;7;13;15;13;43;0
143862;E;7;13;15;14;43;0
143863;E;7;13;15;16;43;0
35005;E;4;13;15;58;42;77
143864;E;7;13;15;17;43;0
143865;E;7;13;15;18;43;0
143866;E;7;13;15;19;43;0
143867;E;7;13;15;20;43;0
143868;E;7;13;15;21;43;0
35006;E;4;13;16;08;42;77
143869;E;7;13;15;22;43;0
143870;E;7;13;15;23;43;0
143871;E;7;13;15;24;43;0
143872;E;7;13;15;26;43;0
143873;E;7;13;15;27;43;0
35007;E;4;13;16;18;42;77
143874;E;7;13;15;28;43;0
143875;E;7;13;15;29;43;0
8790818;T;0;13;16;27;0000000000000000;
143876;E;7;13;15;30;43;0
143877;E;7;13;15;39;34;0
143878;E;7;13;15;40;43;0
35008;E;4;13;16;28;42;77
143879;E;7;13;15;41;43;0
143880;E;7;13;15;42;43;0
143881;E;7;13;15;43;43;0
143882;E;7;13;15;44;43;0
143883;E;7;13;15;45;43;0
143884;E;7;13;15;46;43;0
35009;E;4;13;16;38;42;77
143885;E;7;13;15;47;43;0
143886;E;7;13;15;49;43;0
143887;E;7;13;15;50;43;0
143888;E;7;13;15;51;43;0
143889;E;7;13;15;52;43;0
35010;E;4;13;16;49;42;77
143890;E;7;13;15;53;43;0
143892;E;7;13;15;55;43;0
143893;E;7;13;15;56;43;0
35023;E;4;13;18;37;42;77
143988;E;7;13;17;57;43;0
143989;E;7;13;17;58;43;0
143990;E;7;13;17;59;43;0
143991;E;7;13;18;00;43;0
143992;E;7;13;18;02;43;0
35024;E;4;13;18;47;42;77
143993;E;7;13;18;03;43;0
143994;E;7;13;18;04;43;0
143995;E;7;13;18;05;43;0
143996;E;7;13;18;06;43;0
143997;E;7;13;18;07;43;0
35025;E;4;13;18;57;42;77
143998;E;7;13;18;08;43;0
143999;E;7;13;18;09;43;0
144000;E;7;13;18;11;43;0
144001;E;7;13;18;12;43;0
144002;E;7;13;18;13;43;0
35026;E;4;13;19;08;42;77
144003;E;7;13;18;14;43;0
144004;E;7;13;18;15;43;0
144005;E;7;13;18;16;43;0
144006;E;7;13;18;17;43;0
144007;E;7;13;18;18;43;0
35027;E;4;13;19;18;42;77
144008;E;7;13;18;20;43;0
144009;E;7;13;18;21;43;0
144010;E;7;13;18;22;43;0
144011;E;7;13;18;23;43;0
144012;E;7;13;18;24;43;0
35028;E;4;13;19;28;42;77
144013;E;7;13;18;25;43;0
144014;E;7;13;18;26;43;0
144015;E;7;13;18;27;43;0
144016;E;7;13;18;28;43;0
144017;E;7;13;18;30;43;0
35029;E;4;13;19;38;42;77
144018;E;7;13;18;31;43;0
144019;E;7;13;18;32;43;0
144020;E;7;13;18;33;43;0
144021;E;7;13;18;34;43;0
144022;E;7;13;18;35;43;0
35030;E;4;13;19;48;42;77
144024;E;7;13;18;37;43;0
144025;E;7;13;18;39;43;0
144026;E;7;13;18;40;43;0
144027;E;7;13;18;41;43;0
144028;E;7;13;18;42;43;0
35031;E;4;13;19;59;42;77
144029;E;7;13;18;43;43;0
144030;E;7;13;18;44;43;0
144031;E;7;13;18;45;43;0
8790819;T;1;13;20;6;0000000000000000;
144032;E;7;13;18;46;43;0
144033;E;7;13;18;48;43;0
35032;E;4;13;20;09;42;77
144034;E;7;13;18;49;43;0
144035;E;7;13;18;50;43;0
144036;E;7;13;18;51;43;0
144037;E;7;13;18;52;43;0
144038;E;7;13;18;53;43;0
35033;E;4;13;20;19;42;77
144039;E;7;13;18;54;43;0
144040;E;7;13;18;55;43;0
8790820;E;1;13;20;24;34;0
144041;E;7;13;18;56;43;0
144042;E;7;13;18;58;43;0
144043;E;7;13;18;59;43;0
35034;E;4;13;20;29;42;77
144044;E;7;13;19;00;43;0
144045;E;7;13;19;01;43;0
144046;E;7;13;19;02;43;0
144047;E;7;13;19;03;43;0
144048;E;7;13;19;04;43;0
35035;E;4;13;20;39;42;77
144049;E;7;13;19;05;43;0
144050;E;7;13;19;07;43;0
144051;E;7;13;19;08;43;0
144052;E;7;13;19;09;43;0
144053;E;7;13;19;10;43;0
35036;E;4;13;20;50;42;77
144054;E;7;13;19;11;43;0
144055;E;7;13;19;12;43;0
144056;E;7;13;19;13;43;0
144057;E;7;13;19;14;43;0
144058;E;7;13;19;16;43;0
35037;E;4;13;21;00;42;77
144059;E;7;13;19;17;43;0
144061;E;7;13;19;19;43;0
144062;E;7;13;19;20;43;0
144063;E;7;13;19;21;43;0
35038;E;4;13;21;10;42;77
144064;E;7;13;19;22;43;0
144065;E;7;13;19;23;43;0
144066;E;7;13;19;24;43;0
144067;E;7;13;19;26;43;0
144068;E;7;13;19;27;43;0
35039;E;4;13;21;20;42;77
144069;E;7;13;19;28;43;0
144070;E;7;13;19;29;43;0
144071;E;7;13;19;30;43;0
