4024;E;2;11;06;32;23;32
4025;E;2;11;07;30;23;65
4026;E;2;11;08;04;23;104
4027;E;2;11;08;28;23;159
4035;E;2;11;09;31;20;110
4036;E;2;11;09;31;1;110
4037;E;2;11;09;31;42;77
4038;E;2;11;09;31;51;0
4039;E;2;11;09;36;34;0
4041;E;2;11;11;28;20;110
4042;E;2;11;11;28;2;0
4043;E;2;11;11;28;42;0
4044;E;2;11;11;32;1;110
4045;E;2;11;11;32;42;77
4046;E;2;11;11;32;51;0
4047;E;2;11;11;39;34;0
4048;E;2;11;11;42;23;198
4049;E;2;11;16;30;34;0
4050;E;2;11;16;46;23;753
4051;E;2;11;21;31;34;0
4052;E;2;11;21;35;23;1215
4053;E;2;11;26;28;31;0
4054;E;2;11;26;28;27;0
4055;E;2;11;26;28;2;0
4056;E;2;11;26;28;42;0
4057;E;2;11;26;29;1;110
4058;E;2;11;26;29;42;77
4059;E;2;11;26;29;51;0
4060;E;2;11;26;36;34;0
4061;E;2;11;29;32;23;1698
4062;E;2;11;30;35;23;1745
4063;E;2;11;31;33;34;0
4064;E;2;11;36;35;34;0
4065;E;2;11;41;28;31;0
4066;E;2;11;41;28;27;0
4067;E;2;11;41;28;2;0
4068;E;2;11;41;28;42;0
4069;E;2;11;41;29;1;110
4070;E;2;11;41;29;42;77
4071;E;2;11;41;29;51;0
4072;E;2;11;41;35;34;0
4073;E;2;11;46;36;34;0
4074;E;2;11;51;38;34;0
4075;E;2;11;56;28;31;0
4076;E;2;11;56;28;27;0
4077;E;2;11;56;28;2;0
4078;E;2;11;56;28;42;0
4079;E;2;11;56;29;1;110
4080;E;2;11;56;29;42;77
4081;E;2;11;56;29;51;0
4082;E;2;11;56;38;34;0
4083;E;2;12;01;40;34;0
4084;E;2;12;06;40;34;0
4085;E;2;12;11;28;31;0
4086;E;2;12;11;28;27;0
4087;E;2;12;11;28;31;0
4088;E;2;12;11;28;8;0
4089;E;2;12;12;31;20;110
4090;E;2;12;12;32;1;110
4091;E;2;12;12;32;42;77
4092;E;2;12;12;32;51;0
4093;E;2;12;12;37;34;0
4094;E;2;12;17;36;34;0
4095;E;2;12;22;33;34;0
4096;E;2;12;27;31;31;0
4097;E;2;12;27;31;27;0
4098;E;2;12;27;31;2;0
4099;E;2;12;27;31;42;0
4100;E;2;12;27;32;1;110
4101;E;2;12;27;32;42;77
4102;E;2;12;27;32;51;0
4103;E;2;12;27;38;34;0
4104;E;2;12;32;36;34;0
4105;E;2;12;37;37;34;0
4106;E;2;12;42;31;31;0
4107;E;2;12;42;31;27;0
4108;E;2;12;42;31;2;0
4109;E;2;12;42;31;42;0
4110;E;2;12;42;32;1;110
4111;E;2;12;42;32;42;77
4112;E;2;12;42;32;51;0
4113;E;2;12;42;38;34;0
4114;E;2;12;47;38;34;0
4115;E;2;12;52;40;34;0
4116;E;2;12;57;31;31;0
4117;E;2;12;57;31;27;0
4118;E;2;12;57;31;2;0
4119;E;2;12;57;31;42;0
4120;E;2;12;57;32;1;110
4121;E;2;12;57;32;42;77
4122;E;2;12;57;32;51;0
4123;E;2;12;57;40;34;0
4124;E;2;13;02;42;34;0
4125;E;2;13;07;42;34;0
4126;E;2;13;12;31;31;0
4127;E;2;13;12;31;27;0
4128;E;2;13;12;31;31;0
4129;E;2;13;12;31;8;0
4130;E;2;13;13;38;20;110
4131;E;2;13;13;38;1;110
4132;E;2;13;13;38;42;77
4133;E;2;13;13;39;51;0
4134;E;2;13;13;44;34;0
4135;E;2;13;18;43;34;0
4136;E;2;13;23;40;34;0
4137;E;2;13;28;37;31;0
4138;E;2;13;28;37;27;0
4139;E;2;13;28;37;2;0
4140;E;2;13;28;37;42;0
4141;E;2;13;28;38;1;110
4142;E;2;13;28;38;42;77
4143;E;2;13;28;38;51;0
4144;E;2;13;28;45;34;0
4145;E;2;13;33;42;34;0
4146;E;2;13;38;44;34;0
4147;E;2;13;43;37;31;0
4148;E;2;13;43;37;27;0
4149;E;2;13;43;37;2;0
4150;E;2;13;43;37;42;0
4151;E;2;13;43;38;1;110
4152;E;2;13;43;38;42;77
4153;E;2;13;43;38;51;0
4154;E;2;13;43;45;34;0
4155;E;2;13;48;45;34;0
4156;E;2;13;53;47;34;0
4157;E;2;13;58;37;31;0
4158;E;2;13;58;37;27;0
4159;E;2;13;58;37;2;0
4160;E;2;13;58;37;42;0
4161;E;2;13;58;38;1;110
4162;E;2;13;58;38;42;77
4163;E;2;13;58;38;51;0
4164;E;2;13;58;47;34;0
4165;E;2;14;03;49;34;0
4166;E;2;14;08;49;34;0
4167;E;2;14;13;37;31;0
4168;E;2;14;13;37;27;0
4169;E;2;14;13;37;31;0
4170;E;2;14;13;37;8;0
4171;E;2;14;14;45;20;110
4172;E;2;14;14;46;1;110
4173;E;2;14;14;46;42;77
4174;E;2;14;14;47;51;0
4175;E;2;14;14;50;34;0
4177;E;2;14;16;43;20;110
4178;E;2;14;16;43;2;0
4179;E;2;14;16;43;42;0
4180;E;2;14;16;47;1;110
4181;E;2;14;16;47;42;77
4182;E;2;14;16;47;51;0
4183;E;2;14;16;54;34;0
4184;E;2;14;21;45;34;0
4185;E;2;14;26;45;34;0
4186;E;2;14;31;43;31;0
4187;E;2;14;31;43;27;0
4188;E;2;14;31;43;2;0
4189;E;2;14;31;43;42;0
4190;E;2;14;31;44;1;110
4191;E;2;14;31;44;42;77
4192;E;2;14;31;44;51;0
4193;E;2;14;31;51;34;0
4194;E;2;14;36;47;34;0
4195;E;2;14;41;49;34;0
4196;E;2;14;46;43;31;0
4197;E;2;14;46;43;27;0
4198;E;2;14;46;43;2;0
4199;E;2;14;46;43;42;0
4200;E;2;14;46;44;1;110
4201;E;2;14;46;44;42;77
4202;E;2;14;46;44;51;0
4203;E;2;14;46;50;34;0
4204;E;2;14;51;51;34;0
4205;E;2;14;56;51;34;0
4206;E;2;15;01;43;31;0
4207;E;2;15;01;43;27;0
4208;E;2;15;01;43;2;0
4209;E;2;15;01;43;42;0
4210;E;2;15;01;44;1;110
4211;E;2;15;01;44;42;77
4212;E;2;15;01;44;51;0
4213;E;2;15;01;53;34;0
4214;E;2;15;06;53;34;0
4215;E;2;15;11;55;34;0
4216;E;2;15;16;43;31;0
4217;E;2;15;16;43;27;0
4218;E;2;15;16;43;31;0
4219;E;2;15;16;43;8;0
4220;E;2;15;17;51;20;110
4221;E;2;15;17;52;1;110
4222;E;2;15;17;52;42;77
4223;E;2;15;17;52;51;0
4224;E;2;15;17;56;34;0
4225;E;2;15;22;56;34;0
4226;E;2;15;27;54;34;0
4227;E;2;15;32;51;31;0
4228;E;2;15;32;51;27;0
4229;E;2;15;32;51;2;0
4230;E;2;15;32;51;42;0
4231;E;2;15;32;52;1;110
4232;E;2;15;32;52;42;77
4233;E;2;15;32;52;51;0
4234;E;2;15;32;58;34;0
4235;E;2;15;37;56;34;0
4236;E;2;15;42;56;34;0
4237;E;2;15;47;51;31;0
4238;E;2;15;47;51;27;0
4239;E;2;15;47;51;2;0
4240;E;2;15;47;51;42;0
4241;E;2;15;47;52;1;110
4242;E;2;15;47;52;42;77
4243;E;2;15;47;52;51;0
4244;E;2;15;47;59;34;0
4245;E;2;15;52;58;34;0
4246;E;2;15;58;00;34;0
4247;E;2;16;02;51;31;0
4248;E;2;16;02;51;27;0
4249;E;2;16;02;51;2;0
4250;E;2;16;02;51;42;0
4251;E;2;16;02;52;1;110
4252;E;2;16;02;52;42;77
4253;E;2;16;02;52;51;0
4254;E;2;16;03;00;34;0
4255;E;2;16;08;02;34;0
4256;E;2;16;13;02;34;0
4257;E;2;16;17;51;31;0
4258;E;2;16;17;51;27;0
4259;E;2;16;17;51;31;0
4260;E;2;16;17;51;8;0
4261;E;2;16;18;56;20;110
4262;E;2;16;18;56;1;110
4263;E;2;16;18;56;42;77
4264;E;2;16;18;56;51;0
4265;E;2;16;19;01;34;0
4266;E;2;16;24;01;34;0
4267;E;2;16;28;58;34;0
4268;E;2;16;33;55;31;0
4269;E;2;16;33;55;27;0
4270;E;2;16;33;55;2;0
4271;E;2;16;33;55;42;0
4272;E;2;16;33;56;1;110
4273;E;2;16;33;56;42;77
4274;E;2;16;33;56;51;0
4275;E;2;16;34;03;34;0
4276;E;2;16;39;01;34;0
4277;E;2;16;44;01;34;0
4278;E;2;16;48;55;31;0
4279;E;2;16;48;55;27;0
4280;E;2;16;48;55;2;0
4281;E;2;16;48;55;42;0
4282;E;2;16;48;56;1;110
4283;E;2;16;48;56;42;77
4284;E;2;16;48;56;51;0
4285;E;2;16;49;03;34;0
4286;E;2;16;54;03;34;0
4287;E;2;16;58;03;26;0
4288;E;2;16;58;16;26;0
4289;E;2;16;59;05;34;0
4290;E;2;17;03;55;31;0
4291;E;2;17;03;55;27;0
4292;E;2;17;03;55;2;0
4293;E;2;17;03;55;42;0
4294;E;2;17;03;56;1;110
4295;E;2;17;03;56;42;77
4296;E;2;17;03;56;51;0
